Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
SRR7543039_1	(1, 32.41192798763398)	(2, 32.58137439075679)	(3, 32.60878095417816)	(4, 36.12349969886232)	(5, 36.083538972217745)	(6, 36.014283090648355)	(7, 36.02435047950168)	(8, 36.003681390204754)	(9, 37.74928390364531)	(10, 37.73013685867403)	(12, 37.69624699380934)	(14, 39.09180694380403)	(16, 39.07089806203597)	(18, 39.06364867219294)	(20, 39.04753771432334)	(22, 38.99110562138637)	(24, 38.943900557023575)	(26, 38.84694916718545)	(28, 38.78891667965213)	(30, 38.7063289463297)	(32, 38.628834968448345)	(34, 38.556827245301854)	(36, 38.48025564711128)	(38, 38.39016035754592)	(40, 38.29597470968416)	(42, 38.19325555733023)	(44, 38.110222474972716)	(46, 37.984844542874015)	(48, 37.851062048362266)	(50, 37.72487109108425)	(52, 37.57248530417334)	(54, 37.388886093128946)	(56, 37.19412191206159)	(58, 37.02036158706376)	(60, 36.78327983490672)	(62, 36.54421155340786)	(64, 36.2965565648735)	(66, 36.03323097182814)	(68, 35.72833909252041)	(70, 35.44276378660649)	(72, 35.141158385043994)	(74, 34.84017065513104)	(76, 34.54571745351346)	(78, 34.26852487862411)	(80, 34.01869552895704)	(82, 33.77363068578191)	(84, 33.567292453703274)	(86, 33.37022907603948)	(88, 33.219150124227234)	(90, 33.107647627108705)	(92, 32.96542313083448)	(94, 32.818306583085146)	(96, 32.67175951423058)	(98, 32.486669869920775)	(100, 32.341771331969)
SRR7543039_2	(1, 31.982833641969236)	(2, 32.14695095659725)	(3, 32.18596058546732)	(4, 35.75265872301421)	(5, 35.74360223893237)	(6, 35.72751449543512)	(7, 35.70724994303659)	(8, 35.71354697912995)	(9, 37.37891311409388)	(10, 37.386345749301654)	(12, 37.34945902891896)	(14, 38.683705263329024)	(16, 38.6554563921614)	(18, 38.65906509103971)	(20, 38.630842440117576)	(22, 38.58497743069084)	(24, 38.518705746103294)	(26, 38.421536381070425)	(28, 38.337553852051826)	(30, 38.2459413727165)	(32, 38.157196496354274)	(34, 38.067428338926)	(36, 37.99037241413413)	(38, 37.882426203627105)	(40, 37.762633903533825)	(42, 37.63052958940591)	(44, 37.54082290420011)	(46, 37.4151886967203)	(48, 37.285920713195196)	(50, 37.16861493345434)	(52, 37.01003524153404)	(54, 36.81799711927279)	(56, 36.58655603623497)	(58, 36.364134675309394)	(60, 36.09355499309821)	(62, 35.775248762815075)	(64, 35.485259085237445)	(66, 35.16724021924867)	(68, 34.82309883392726)	(70, 34.46877874366187)	(72, 34.125113937409594)	(74, 33.79624811713094)	(76, 33.47519036984856)	(78, 33.21235778233397)	(80, 32.915513655596996)	(82, 32.65036287662568)	(84, 32.4281556241848)	(86, 32.20286225731702)	(88, 31.986519505703498)	(90, 31.84615620938455)	(92, 31.646577438051708)	(94, 31.43593750515973)	(96, 31.22640765674069)	(98, 30.959913393597752)	(100, 30.72617556946549)
SRR7543039_clean_1	(1, 39.16682151459193)	(2, 39.177357195400056)	(3, 39.15047608077806)	(4, 39.15264260927207)	(5, 39.12992833595636)	(6, 39.15992037066385)	(7, 39.143415366343476)	(8, 39.11653822156642)	(9, 39.080526262207165)	(10, 39.05948569565621)	(12, 38.98416638851383)	(14, 38.919543799802675)	(16, 38.8512006177539)	(18, 38.779405396624476)	(20, 38.69446925517626)	(22, 38.63248390925475)	(24, 38.548914674597995)	(26, 38.46494346437379)	(28, 38.35566841933403)	(30, 38.27921121942619)	(32, 38.17248492990764)	(34, 38.04573311716281)	(36, 37.91274683553735)	(38, 37.781315107794384)	(40, 37.61130602346587)	(42, 37.43424440891209)	(44, 37.262101623857276)	(46, 37.0675430132855)	(48, 36.83640290637406)	(50, 36.6152436840014)	(52, 36.36430968506754)	(54, 36.09106986912939)	(56, 35.80568104836647)	(58, 35.51710101253536)	(60, 35.20437392331627)	(62, 34.92344408299463)	(64, 34.62950067932918)	(66, 34.37396448951942)	(68, 34.12748888882143)	(70, 33.88929612366977)	(72, 33.69804074549661)	(74, 33.52271134980538)	(76, 33.39982723655683)	(78, 33.28330329166742)	(80, 33.15098581731428)	(82, 33.02320853302171)	(84, 32.86212478384189)	(86, 32.711086409579366)							
SRR7543039_clean_2	(1, 38.83017630455362)	(2, 38.803045291069175)	(3, 38.7915846076224)	(4, 38.78798623085172)	(5, 38.76191430295722)	(6, 38.82785518224278)	(7, 38.76991630214812)	(8, 38.76398066478391)	(9, 38.735231680582366)	(10, 38.69296981885108)	(12, 38.61698731746732)	(14, 38.521107866929526)	(16, 38.44265052681137)	(18, 38.36616142430903)	(20, 38.278963449321175)	(22, 38.176465792608454)	(24, 38.098189253037134)	(26, 37.99762889503998)	(28, 37.858594008071385)	(30, 37.75786534878554)	(32, 37.655065322216345)	(34, 37.51911218560302)	(36, 37.416315122034035)	(38, 37.26424586768627)	(40, 37.10463927299136)	(42, 36.92494297591026)	(44, 36.709395508404015)	(46, 36.50473212180853)	(48, 36.25014207299962)	(50, 35.99167575913111)	(52, 35.726834698292365)	(54, 35.427110550463105)	(56, 35.10909497491842)	(58, 34.76746685084497)	(60, 34.44210171622014)	(62, 34.120781136063975)	(64, 33.83484414777601)	(66, 33.55837678803727)	(68, 33.27135409109738)	(70, 33.029311265541004)	(72, 32.81257524017552)	(74, 32.560678650671036)	(76, 32.40412771008859)	(78, 32.24106573404548)	(80, 32.05621954410882)	(82, 31.842854932028477)	(84, 31.631279542538564)	(86, 31.354265868389405)							
SRR7543040_1	(1, 32.41402874083315)	(2, 32.58447709876273)	(3, 32.60859355867888)	(4, 36.120100461759456)	(5, 36.07598360677862)	(6, 36.00341415023549)	(7, 36.012519931136055)	(8, 35.990360759083664)	(9, 37.73308920707819)	(10, 37.712901861760734)	(12, 37.67701756590096)	(14, 39.07090270072108)	(16, 39.0522295911056)	(18, 39.04368642464497)	(20, 39.03252254997323)	(22, 38.979863280013504)	(24, 38.933757099508696)	(26, 38.839242888590285)	(28, 38.78097221247511)	(30, 38.700746015858535)	(32, 38.62889925470188)	(34, 38.5618653353314)	(36, 38.487661774080905)	(38, 38.40119209848545)	(40, 38.308604472034084)	(42, 38.20774812332006)	(44, 38.1308001814353)	(46, 38.007993219855706)	(48, 37.878026830413205)	(50, 37.75601930737554)	(52, 37.6056551423926)	(54, 37.423886187508)	(56, 37.23756586047297)	(58, 37.06220592525867)	(60, 36.827927751380145)	(62, 36.59356189952008)	(64, 36.345585716522194)	(66, 36.083136470678596)	(68, 35.77612310019282)	(70, 35.486692239948056)	(72, 35.18230818137248)	(74, 34.87921963130404)	(76, 34.57687793139223)	(78, 34.289482344411994)	(80, 34.032050005987315)	(82, 33.77851954478243)	(84, 33.56427455511054)	(86, 33.35840130204487)	(88, 33.20563192007326)	(90, 33.08480453009142)	(92, 32.93713783181139)	(94, 32.77983261342405)	(96, 32.62553605186095)	(98, 32.43264998287235)	(100, 32.2869655093807)
SRR7543040_2	(1, 32.083998910995604)	(2, 32.21699375650569)	(3, 32.27389218095828)	(4, 35.807623282266114)	(5, 35.81375009753926)	(6, 35.80946542472398)	(7, 35.77984762772245)	(8, 35.79024353406709)	(9, 37.4876262243938)	(10, 37.47858907371318)	(12, 37.44735026925744)	(14, 38.79026325662862)	(16, 38.77987917461908)	(18, 38.779435938420946)	(20, 38.757542990276505)	(22, 38.70728146849715)	(24, 38.65449992172321)	(26, 38.58165184949164)	(28, 38.48955822259662)	(30, 38.40722456445959)	(32, 38.34057270453922)	(34, 38.21794925786731)	(36, 38.152529827997185)	(38, 38.05900350883694)	(40, 37.95147610337149)	(42, 37.80562156496164)	(44, 37.71952759956243)	(46, 37.600766201578196)	(48, 37.47981490912776)	(50, 37.366208599184056)	(52, 37.21789239063702)	(54, 37.03181505292149)	(56, 36.81233341643596)	(58, 36.59607686351521)	(60, 36.333214026661224)	(62, 36.01960089817097)	(64, 35.73528690775264)	(66, 35.4259632830317)	(68, 35.08877598838559)	(70, 34.73903733839769)	(72, 34.39552397846333)	(74, 34.06964384611912)	(76, 33.748628699191855)	(78, 33.48454263410483)	(80, 33.18465062663148)	(82, 32.91852669643475)	(84, 32.69320172199126)	(86, 32.46662441089966)	(88, 32.24978932439522)	(90, 32.111280228582956)	(92, 31.922529900998263)	(94, 31.719191027762005)	(96, 31.523720260340266)	(98, 31.271772174293705)	(100, 31.052210098589498)
SRR7543040_clean_1	(1, 39.14083642292028)	(2, 39.15295369466471)	(3, 39.12710036540475)	(4, 39.129739857694986)	(5, 39.10641614075827)	(6, 39.13438869518429)	(7, 39.1228373724031)	(8, 39.098266382013335)	(9, 39.0642920207972)	(10, 39.04259461480124)	(12, 38.971793790617184)	(14, 38.90642927701917)	(16, 38.8391551345263)	(18, 38.77013710421979)	(20, 38.691462782446784)	(22, 38.63326480641142)	(24, 38.55213578053933)	(26, 38.47157101749286)	(28, 38.36272733818575)	(30, 38.29217731135742)	(32, 38.188911000536564)	(34, 38.06460717240469)	(36, 37.93722492538529)	(38, 37.80829133809881)	(40, 37.641720443007046)	(42, 37.470119440367185)	(44, 37.30125295815983)	(46, 37.10879091121291)	(48, 36.88402947101845)	(50, 36.664284465381584)	(52, 36.413959714711964)	(54, 36.14326203883782)	(56, 35.853514774861026)	(58, 35.56417247457333)	(60, 35.24837238733907)	(62, 34.96209010594846)	(64, 34.66025220859519)	(66, 34.39575389169853)	(68, 34.14130882421216)	(70, 33.89397414947222)	(72, 33.69695193061261)	(74, 33.511137357867625)	(76, 33.388508779511056)	(78, 33.260121827049026)	(80, 33.12331691375208)	(82, 32.98536502083378)	(84, 32.81861602716195)	(86, 32.6654109041694)							
SRR7543040_clean_2	(1, 38.92193563850409)	(2, 38.90040787668564)	(3, 38.9029622502518)	(4, 38.901008703717395)	(5, 38.87752502228199)	(6, 38.92855925537166)	(7, 38.881870198879305)	(8, 38.88038945781808)	(9, 38.852699268990655)	(10, 38.80227410627213)	(12, 38.750940006100066)	(14, 38.67356622723839)	(16, 38.5792870298299)	(18, 38.5205444001247)	(20, 38.435551090344006)	(22, 38.314266994143736)	(24, 38.25474087250002)	(26, 38.16659629644248)	(28, 38.01939486020295)	(30, 37.91745162096526)	(32, 37.82157791504464)	(34, 37.69424417570603)	(36, 37.59629922147904)	(38, 37.45184327001283)	(40, 37.29953569390932)	(42, 37.12800858468857)	(44, 36.921142848248635)	(46, 36.71986328375286)	(48, 36.467521934274316)	(50, 36.21288543346752)	(52, 35.94976100961338)	(54, 35.65524623539943)	(56, 35.338408152336214)	(58, 34.997142142363124)	(60, 34.672864855491554)	(62, 34.352565759047216)	(64, 34.06571256379257)	(66, 33.787294840186746)	(68, 33.4992981888536)	(70, 33.25393840935652)	(72, 33.036605559997525)	(74, 32.783142228900175)	(76, 32.628538937452255)	(78, 32.47188275583623)	(80, 32.29131521794004)	(82, 32.08669866496385)	(84, 31.88622135956009)	(86, 31.61994342406401)							
SRR7543041_1	(1, 32.44353190567751)	(2, 32.613469648681956)	(3, 32.640981792899396)	(4, 36.14811107596325)	(5, 36.102653818339505)	(6, 36.03215689391991)	(7, 36.03556052439789)	(8, 36.01172770613469)	(9, 37.752479040871044)	(10, 37.73401195728917)	(12, 37.70126990660563)	(14, 39.11286700468584)	(16, 39.090845729073166)	(18, 39.08446712715461)	(20, 39.07545437888563)	(22, 39.023349632107184)	(24, 38.984243544549116)	(26, 38.891308894413406)	(28, 38.836091206060914)	(30, 38.760400221706895)	(32, 38.69553629746667)	(34, 38.63799843737885)	(36, 38.56831230551)	(38, 38.48846007889725)	(40, 38.40641420671947)	(42, 38.318356138336824)	(44, 38.24470279140293)	(46, 38.1245613886925)	(48, 38.008801218543404)	(50, 37.89985470450616)	(52, 37.75428167926145)	(54, 37.58393926670389)	(56, 37.40899483571273)	(58, 37.243770628585075)	(60, 37.01586407154301)	(62, 36.78355044122598)	(64, 36.539177826519676)	(66, 36.27872785111196)	(68, 35.97739395010909)	(70, 35.689885488767075)	(72, 35.380489086222795)	(74, 35.06958797081581)	(76, 34.761720576606834)	(78, 34.463558152743616)	(80, 34.19519657393445)	(82, 33.92964349362042)	(84, 33.702565308158086)	(86, 33.485539864066524)	(88, 33.319777760071254)	(90, 33.18464927894158)	(92, 33.03775941766261)	(94, 32.877089617185966)	(96, 32.727214319665876)	(98, 32.53809221055938)	(100, 32.39041239453424)
SRR7543041_2	(1, 32.076579849824604)	(2, 32.20804950621747)	(3, 32.27133532629646)	(4, 35.79852128696484)	(5, 35.79874897287371)	(6, 35.79745127640886)	(7, 35.78262840662151)	(8, 35.78379241678938)	(9, 37.47310056679441)	(10, 37.46511713263486)	(12, 37.43356107737998)	(14, 38.78529598219589)	(16, 38.7698936776265)	(18, 38.77241999369297)	(20, 38.74860189346796)	(22, 38.70748905801067)	(24, 38.66479531859902)	(26, 38.59418023678967)	(28, 38.51435922098556)	(30, 38.436212160183906)	(32, 38.37166256244534)	(34, 38.263783626356926)	(36, 38.20528230084612)	(38, 38.117134669682244)	(40, 38.01640120343983)	(42, 37.888138442334636)	(44, 37.80859273952139)	(46, 37.6970707829929)	(48, 37.58609685154542)	(50, 37.477091281762426)	(52, 37.3362306296389)	(54, 37.15866029868254)	(56, 36.95990560076737)	(58, 36.75384263192059)	(60, 36.50606921712827)	(62, 36.20380053710741)	(64, 35.923026236111724)	(66, 35.61890667864182)	(68, 35.2898197900149)	(70, 34.9436443716845)	(72, 34.60420935586215)	(74, 34.27730707084541)	(76, 33.944786289495674)	(78, 33.669272845684645)	(80, 33.35629347290807)	(82, 33.079339849171014)	(84, 32.840670229472266)	(86, 32.602228785263705)	(88, 32.37811579491512)	(90, 32.23049613619369)	(92, 32.036411799203364)	(94, 31.83607515697354)	(96, 31.64124521824403)	(98, 31.396469785213945)	(100, 31.181439140177716)
SRR7543041_clean_1	(1, 39.182913704746746)	(2, 39.19120248292528)	(3, 39.16503859924596)	(4, 39.16582036676725)	(5, 39.14370969346892)	(6, 39.17515201017839)	(7, 39.16340899583427)	(8, 39.139856494022524)	(9, 39.10534131318013)	(10, 39.086917796626736)	(12, 39.021802655213655)	(14, 38.95559719890041)	(16, 38.895512920943)	(18, 38.828613668916645)	(20, 38.76125986215186)	(22, 38.70691246383208)	(24, 38.63340022574086)	(26, 38.558876802231154)	(28, 38.46620389645213)	(30, 38.3996485144082)	(32, 38.29982300713576)	(34, 38.18353615471631)	(36, 38.07056061346317)	(38, 37.95333157067989)	(40, 37.792133063065336)	(42, 37.63445848720745)	(44, 37.476104641671434)	(46, 37.29366187750955)	(48, 37.070264760624966)	(50, 36.85380449658239)	(52, 36.60860470807822)	(54, 36.33817725938987)	(56, 36.05639748991025)	(58, 35.76216613264653)	(60, 35.44057835371351)	(62, 35.14666611110548)	(64, 34.83635811581887)	(66, 34.55961522825467)	(68, 34.29538574664727)	(70, 34.0355378317807)	(72, 33.8244377980422)	(74, 33.628535207337976)	(76, 33.4904415955513)	(78, 33.354506807066514)	(80, 33.21738199838577)	(82, 33.07563649924117)	(84, 32.914872941657606)	(86, 32.75815021797532)							
SRR7543041_clean_2	(1, 38.91844146273999)	(2, 38.89475993768526)	(3, 38.893419671386766)	(4, 38.89117225711343)	(5, 38.867498079907485)	(6, 38.92388755748913)	(7, 38.87322485625304)	(8, 38.87121325810963)	(9, 38.84848779404005)	(10, 38.80951955218971)	(12, 38.76100458667666)	(14, 38.68962756805759)	(16, 38.605506624210214)	(18, 38.5486316437474)	(20, 38.47060167735198)	(22, 38.36379147938474)	(24, 38.306117140152494)	(26, 38.22587407020135)	(28, 38.09206658371485)	(30, 38.002056868364285)	(32, 37.91255360971789)	(34, 37.79296210901194)	(36, 37.70300642837137)	(38, 37.564590268384535)	(40, 37.41829705883049)	(42, 37.2578372435305)	(44, 37.07174586265714)	(46, 36.87848428675447)	(48, 36.640259995526165)	(50, 36.3912750449757)	(52, 36.13079276389244)	(54, 35.84335970103077)	(56, 35.53310505427571)	(58, 35.194761983414516)	(60, 34.874110757278714)	(62, 34.54874652976012)	(64, 34.24804598880308)	(66, 33.9577073906412)	(68, 33.65702851123474)	(70, 33.399593614009156)	(72, 33.170213294286086)	(74, 32.90721890635149)	(76, 32.74511847077692)	(78, 32.57820916120369)	(80, 32.39894209406021)	(82, 32.19307754103605)	(84, 31.997861795335652)	(86, 31.73753557230862)							
SRR7543042_1	(1, 31.62141041104555)	(2, 31.69561980806891)	(3, 35.800902548198444)	(4, 36.1406261006754)	(5, 36.42701174754975)	(6, 39.95192851357139)	(7, 39.99365091026479)	(8, 40.122595562025325)	(9, 40.1330602087577)	(10, 40.174173625374436)	(12, 40.14844108498522)	(14, 40.12675886923634)	(16, 40.054304988158776)	(18, 40.09653504248112)	(20, 40.10350403260125)	(22, 40.11980539914193)	(24, 40.08402413262678)	(26, 39.983274848300994)	(28, 39.997555603990186)	(30, 39.96571148654956)	(32, 39.974048313630995)	(34, 39.99971497834627)	(36, 40.00427595204019)	(38, 39.960489327594004)	(40, 39.98090179616072)	(42, 39.98319789148951)	(44, 39.94351471359553)	(46, 39.946543241557926)	(48, 39.95526097671109)	(50, 39.94055301019986)	(52, 39.88089983726007)	(54, 39.86837199208231)	(56, 39.86581501557503)	(58, 39.882022940302804)	(60, 39.872390745934574)	(62, 39.85266056343129)	(64, 39.84080080309137)	(66, 39.82590392650539)	(68, 39.80623725548561)	(70, 39.78604756764045)	(72, 39.77123634873012)	(74, 39.751692808608716)	(76, 39.46223361765591)	(78, 39.59599856424484)	(80, 39.72660274903562)	(82, 39.74226430452626)	(84, 39.71528091439552)	(86, 39.71671324389895)	(88, 39.70154186389429)	(90, 39.70942772566873)	(92, 39.66752593999408)	(94, 39.60004054184543)	(96, 39.614273499071984)	(98, 39.5979342733183)	(100, 39.59616803005938)
SRR7543042_2	(1, 31.436611808227422)	(2, 31.479383390825515)	(3, 35.4092055657482)	(4, 35.86753524557634)	(5, 36.03717781150332)	(6, 39.46136140829324)	(7, 39.42504966247402)	(8, 39.59741519681033)	(9, 39.60726399605569)	(10, 39.68571208097458)	(12, 39.71794886310745)	(14, 39.602721099573074)	(16, 39.67318537768473)	(18, 39.677175680836996)	(20, 39.627160974607435)	(22, 39.63023844292037)	(24, 39.624198788723916)	(26, 39.65793927639561)	(28, 39.62529865193539)	(30, 39.642246520024244)	(32, 39.5959068111394)	(34, 39.58527856886128)	(36, 39.5914946527802)	(38, 39.59275314191261)	(40, 39.5659270589027)	(42, 39.50339132665694)	(44, 39.50000318441978)	(46, 39.47876780066535)	(48, 39.4436936522548)	(50, 39.40745260698798)	(52, 39.43734480376351)	(54, 39.38715222034796)	(56, 39.37707356389262)	(58, 39.36620640971594)	(60, 39.323896181996474)	(62, 39.29586280181464)	(64, 39.25686038210593)	(66, 39.15064129389602)	(68, 39.13593527341911)	(70, 39.17808338522222)	(72, 39.13826308428233)	(74, 39.10486937670869)	(76, 38.67388390750566)	(78, 38.87994497772932)	(80, 39.09460750353519)	(82, 39.15296871876896)	(84, 39.120420169072744)	(86, 39.040432047280206)	(88, 39.02266341911603)	(90, 38.95940860306709)	(92, 38.93128565705806)	(94, 38.888473706310165)	(96, 38.83839820661198)	(98, 38.7833386717933)	(100, 38.78171905659087)
SRR7543042_clean_1	(1, 40.142214479734086)	(2, 40.19277943563955)	(3, 40.07225519442887)	(4, 40.1200050970283)	(5, 40.13575356662569)	(6, 40.143550366052644)	(7, 40.165127438567154)	(8, 40.13138443408059)	(9, 40.16591566130638)	(10, 40.14176150641278)	(12, 40.11421383628961)	(14, 40.02868089291888)	(16, 40.044683237239354)	(18, 40.03911344133829)	(20, 40.05054104323759)	(22, 40.07552167462774)	(24, 40.04611218599648)	(26, 40.0451191998473)	(28, 40.05979838739739)	(30, 40.05270758954871)	(32, 40.00116713027508)	(34, 40.03330363973595)	(36, 40.02960363865833)	(38, 39.9830905370069)	(40, 39.977177075861306)	(42, 39.931241703614646)	(44, 39.96050642624334)	(46, 39.96451674315442)	(48, 39.948051778447436)	(50, 39.93492815950765)	(52, 39.921146344106695)	(54, 39.90516027514042)	(56, 39.887172283149596)	(58, 39.868264780689415)	(60, 39.85601114882232)	(62, 39.83107721813152)	(64, 39.459274817611245)	(66, 39.79962800006017)	(68, 39.82496293606247)	(70, 39.819374528343914)	(72, 39.83148838887628)	(74, 39.79377161007662)	(76, 39.80643522597571)	(78, 39.79550371607628)	(80, 39.730781499479534)	(82, 39.69469225036171)	(84, 39.712904472190154)	(86, 39.700704127352125)							
SRR7543042_clean_2	(1, 39.758389659413616)	(2, 39.81770652153636)	(3, 39.816178585077836)	(4, 39.908459344736904)	(5, 39.88022992754543)	(6, 39.85593589412558)	(7, 39.83004871379961)	(8, 39.80903343433736)	(9, 39.835793581683674)	(10, 39.80443971154128)	(12, 39.838785139453826)	(14, 39.865964108469164)	(16, 39.83608470091601)	(18, 39.83158211973153)	(20, 39.78137883275382)	(22, 39.80094382274583)	(24, 39.80836506794502)	(26, 39.80603901160495)	(28, 39.731366944788306)	(30, 39.72413260581958)	(32, 39.69454316174694)	(34, 39.690085719996105)	(36, 39.631624423503666)	(38, 39.657268961060836)	(40, 39.62462974839413)	(42, 39.599563461143966)	(44, 39.59381540060586)	(46, 39.57427894562307)	(48, 39.53297062771624)	(50, 39.505998428324645)	(52, 39.45753018782259)	(54, 39.323323993484905)	(56, 39.40414902960809)	(58, 39.39125871685492)	(60, 39.33951784181268)	(62, 39.312397514566825)	(64, 38.75905929468656)	(66, 39.25597014875976)	(68, 39.3682289965229)	(70, 39.37075459282366)	(72, 39.31859513672147)	(74, 39.25250174446552)	(76, 39.229900112219475)	(78, 39.16766830873498)	(80, 39.144188757276254)	(82, 39.10322312217657)	(84, 39.02434049842033)	(86, 39.01351667841215)							
SRR7543043_1	(1, 31.549649308379713)	(2, 31.60428593107735)	(3, 35.665172998186854)	(4, 36.216770416635754)	(5, 36.39653761818363)	(6, 39.99635601939813)	(7, 40.006417179020744)	(8, 40.141793368723484)	(9, 40.14787967787626)	(10, 40.18799729024624)	(12, 40.160643785069205)	(14, 40.13819995573581)	(16, 40.06544223952318)	(18, 40.1075317665342)	(20, 40.11727016215599)	(22, 40.135338071606)	(24, 40.100629518058994)	(26, 39.999027039428476)	(28, 40.01133892816016)	(30, 39.98118277666718)	(32, 39.98819012779943)	(34, 40.015845277260155)	(36, 40.020212202025164)	(38, 39.97814059684697)	(40, 39.99927609818168)	(42, 40.003153165216276)	(44, 39.96191044480655)	(46, 39.96518035845102)	(48, 39.973025948590816)	(50, 39.95858433732364)	(52, 39.89946159599188)	(54, 39.88774148686434)	(56, 39.88493937067895)	(58, 39.89914568948626)	(60, 39.88954488839401)	(62, 39.8695008745615)	(64, 39.85961281111438)	(66, 39.844457729630065)	(68, 39.824994755982786)	(70, 39.80453643657393)	(72, 39.78999086841575)	(74, 39.77119214834927)	(76, 39.48092843370945)	(78, 39.613667583040076)	(80, 39.74306629426192)	(82, 39.75935310186739)	(84, 39.731212250215734)	(86, 39.73244943811463)	(88, 39.71758173869208)	(90, 39.724220837202004)	(92, 39.683846607443215)	(94, 39.61558196996582)	(96, 39.63113818926762)	(98, 39.614625272431525)	(100, 39.61308661125879)
SRR7543043_2	(1, 31.326425048210243)	(2, 31.30113026227679)	(3, 35.056037774845755)	(4, 35.90820895530045)	(5, 36.049087763317985)	(6, 39.46827443976231)	(7, 39.52821007644106)	(8, 39.58520359116592)	(9, 39.65485152736255)	(10, 39.72690264795422)	(12, 39.705157787202246)	(14, 39.619532280521426)	(16, 39.67513774245307)	(18, 39.67862748926648)	(20, 39.63667877177028)	(22, 39.641430759426385)	(24, 39.621602902050924)	(26, 39.65230206113732)	(28, 39.627315127145316)	(30, 39.639554131476686)	(32, 39.586658850832244)	(34, 39.59109354680288)	(36, 39.59232724610073)	(38, 39.590435346970956)	(40, 39.56061201485829)	(42, 39.50156395353033)	(44, 39.496019762719726)	(46, 39.47092360473316)	(48, 39.434736927502186)	(50, 39.39644582009332)	(52, 39.424559310168135)	(54, 39.37413926037075)	(56, 39.363242597898264)	(58, 39.35164618019904)	(60, 39.308656046886256)	(62, 39.27941206196125)	(64, 39.237603777758196)	(66, 39.13106385128354)	(68, 39.11555508721656)	(70, 39.157664998602336)	(72, 39.115354749171125)	(74, 39.08029442835185)	(76, 38.640551067629914)	(78, 38.850548160120354)	(80, 39.06931547593702)	(82, 39.12631666900437)	(84, 39.093096893055325)	(86, 39.012340225064705)	(88, 38.99436373748332)	(90, 38.93084036534408)	(92, 38.90181380234907)	(94, 38.856489948844455)	(96, 38.803444333436246)	(98, 38.74669076263932)	(100, 38.74563963346295)
SRR7543043_clean_1	(1, 40.15030886815453)	(2, 40.20322307525913)	(3, 40.0813752777924)	(4, 40.12875825807448)	(5, 40.14461455005997)	(6, 40.15256505059584)	(7, 40.178597019876406)	(8, 40.14090532231566)	(9, 40.179618477158)	(10, 40.15409246108952)	(12, 40.12927921236155)	(14, 40.03955387252837)	(16, 40.05650929172121)	(18, 40.05072955228037)	(20, 40.06436373000986)	(22, 40.08939448567404)	(24, 40.05997355381419)	(26, 40.06100670743568)	(28, 40.07683339522358)	(30, 40.06917639322873)	(32, 40.01772440163445)	(34, 40.04901269914532)	(36, 40.04533880265261)	(38, 39.99919947550566)	(40, 39.99387407658175)	(42, 39.94818320717724)	(44, 39.976885891080705)	(46, 39.97873344723728)	(48, 39.96235922975748)	(50, 39.95005110387968)	(52, 39.93743559816989)	(54, 39.92093024411519)	(56, 39.90335412736718)	(58, 39.88422374219314)	(60, 39.87282026896267)	(62, 39.84761209115741)	(64, 39.47414930418657)	(66, 39.81370596152141)	(68, 39.83897915629)	(70, 39.8334620294674)	(72, 39.843816467403315)	(74, 39.807363188271296)	(76, 39.81953575776212)	(78, 39.807311988679224)	(80, 39.744039802727116)	(82, 39.70797038105998)	(84, 39.72640280658995)	(86, 39.71440001362552)							
SRR7543043_clean_2	(1, 39.761601808904715)	(2, 39.82596503714851)	(3, 39.817903455988144)	(4, 39.887897433757274)	(5, 39.86088442531643)	(6, 39.85641763463396)	(7, 39.83601544595116)	(8, 39.80107879010984)	(9, 39.831105405511934)	(10, 39.804920830139764)	(12, 39.82254458442333)	(14, 39.84878499424647)	(16, 39.82824781319104)	(18, 39.819609529804026)	(20, 39.76534064084662)	(22, 39.79675078099888)	(24, 39.79870827421578)	(26, 39.79414723802526)	(28, 39.71976593893632)	(30, 39.71215073924502)	(32, 39.68018157979418)	(34, 39.673010097021134)	(36, 39.613134941261706)	(38, 39.63663467025613)	(40, 39.603449662430826)	(42, 39.57808983474214)	(44, 39.57123076377896)	(46, 39.551135855888916)	(48, 39.50810735700709)	(50, 39.47909116730618)	(52, 39.42917262018787)	(54, 39.29483128451261)	(56, 39.375246963862494)	(58, 39.36118688133044)	(60, 39.30730226016724)	(62, 39.278615008716585)	(64, 38.71437317080303)	(66, 39.221463996187055)	(68, 39.333733880903466)	(70, 39.335281563963704)	(72, 39.282190479879205)	(74, 39.21579157830632)	(76, 39.193637612185384)	(78, 39.12953157213748)	(80, 39.104993455799544)	(82, 39.061881009000466)	(84, 38.98055171012391)	(86, 38.968480470158674)							
