"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_CC_DIRECT","calprotectin complex","2","485","2","17412","5.48e-2","9.45e-1","35.90","1.00e+0","9.30e-1","7.74e-4","ENSG00000163220,ENSG00000143546"
"GOTERM_MF_DIRECT","endopeptidase activity","7","480","96","16905","5.52e-2","1.00e+0","2.57","1.00e+0","9.98e-1","1.95e-2","ENSG00000262406,ENSG00000142507,ENSG00000143839,ENSG00000167759,ENSG00000140479,ENSG00000169174,ENSG00000140564"
"GOTERM_MF_DIRECT","steryl-beta-glucosidase activity","2","480","2","16905","5.59e-2","1.00e+0","35.22","1.00e+0","9.98e-1","8.05e-4","ENSG00000070610,ENSG00000177628"
"GOTERM_MF_DIRECT","L-aspartate:2-oxoglutarate transaminase activity","2","480","2","16905","5.59e-2","1.00e+0","35.22","1.00e+0","9.98e-1","8.05e-4","ENSG00000120053,ENSG00000125166"
"GOTERM_MF_DIRECT","glutathione specific gamma-glutamylcyclotransferase activity","2","480","2","16905","5.59e-2","1.00e+0","35.22","1.00e+0","9.98e-1","8.05e-4","ENSG00000143942,ENSG00000128965"
"GOTERM_MF_DIRECT","heme oxygenase (decyclizing) activity","2","480","2","16905","5.59e-2","1.00e+0","35.22","1.00e+0","9.98e-1","8.05e-4","ENSG00000100292,ENSG00000103415"
"GOTERM_MF_DIRECT","ADP-D-ribose binding","2","480","2","16905","5.59e-2","1.00e+0","35.22","1.00e+0","9.98e-1","8.05e-4","ENSG00000138496,ENSG00000113648"
"GOTERM_MF_DIRECT","alpha-(1,2)-fucosyltransferase activity","2","480","2","16905","5.59e-2","1.00e+0","35.22","1.00e+0","9.98e-1","8.05e-4","ENSG00000174951,ENSG00000176920"
"GOTERM_MF_DIRECT","galactoside 2-alpha-L-fucosyltransferase activity","2","480","2","16905","5.59e-2","1.00e+0","35.22","1.00e+0","9.98e-1","8.05e-4","ENSG00000174951,ENSG00000176920"
"GOTERM_MF_DIRECT","cholesterol-5,6-oxide hydrolase activity","2","480","2","16905","5.59e-2","1.00e+0","35.22","1.00e+0","9.98e-1","8.05e-4","ENSG00000147155,ENSG00000172893"
"GOTERM_BP_DIRECT","T cell receptor signaling pathway","8","471","120","16488","5.60e-2","1.00e+0","2.33","1.00e+0","9.94e-1","2.18e-2","ENSG00000211772,ENSG00000107338,ENSG00000167286,ENSG00000174775,ENSG00000141424,ENSG00000163874,ENSG00000163599,ENSG00000160654"
"UP_SEQ_FEATURE","DOMAIN:Aminotransferase class I/classII large","3","493","14","17715","5.62e-2","1.00e+0","7.70","1.00e+0","1.00e+0","6.20e-3","ENSG00000120053,ENSG00000100596,ENSG00000125166"
"GOTERM_BP_DIRECT","guanine catabolic process","2","471","2","16488","5.62e-2","1.00e+0","35.01","1.00e+0","9.94e-1","8.14e-4","ENSG00000158125,ENSG00000119125"
"GOTERM_BP_DIRECT","positive regulation of antimicrobial peptide production","2","471","2","16488","5.62e-2","1.00e+0","35.01","1.00e+0","9.94e-1","8.14e-4","ENSG00000112116,ENSG00000112115"
"GOTERM_BP_DIRECT","peptidyl-cysteine S-nitrosylation","2","471","2","16488","5.62e-2","1.00e+0","35.01","1.00e+0","9.94e-1","8.14e-4","ENSG00000143546,ENSG00000007171"
"GOTERM_BP_DIRECT","repair of mitotic kinetochore microtubule attachment defect","2","471","2","16488","5.62e-2","1.00e+0","35.01","1.00e+0","9.94e-1","8.14e-4","ENSG00000112742,ENSG00000178999"
"GOTERM_BP_DIRECT","cell envelope organization","2","471","2","16488","5.62e-2","1.00e+0","35.01","1.00e+0","9.94e-1","8.14e-4","ENSG00000092295,ENSG00000197915"
"GOTERM_BP_DIRECT","nerve growth factor production","2","471","2","16488","5.62e-2","1.00e+0","35.01","1.00e+0","9.94e-1","8.14e-4","ENSG00000140479,ENSG00000140564"
"GOTERM_BP_DIRECT","neutrophil aggregation","2","471","2","16488","5.62e-2","1.00e+0","35.01","1.00e+0","9.94e-1","8.14e-4","ENSG00000163220,ENSG00000143546"
"GOTERM_BP_DIRECT","positive regulation of AIM2 inflammasome complex assembly","2","471","2","16488","5.62e-2","1.00e+0","35.01","1.00e+0","9.94e-1","8.14e-4","ENSG00000154451,ENSG00000162645"
"GOTERM_BP_DIRECT","heme oxidation","2","471","2","16488","5.62e-2","1.00e+0","35.01","1.00e+0","9.94e-1","8.14e-4","ENSG00000100292,ENSG00000103415"
"GOTERM_BP_DIRECT","positive regulation of tumor necrosis factor superfamily cytokine production","2","471","2","16488","5.62e-2","1.00e+0","35.01","1.00e+0","9.94e-1","8.14e-4","ENSG00000112116,ENSG00000112115"
"GOTERM_BP_DIRECT","positive regulation of translation in response to stress","2","471","2","16488","5.62e-2","1.00e+0","35.01","1.00e+0","9.94e-1","8.14e-4","ENSG00000176087,ENSG00000027075"
"GOTERM_BP_DIRECT","positive regulation of smooth muscle cell proliferation","5","471","51","16488","5.70e-2","1.00e+0","3.43","1.00e+0","9.94e-1","1.49e-2","ENSG00000172936,ENSG00000100292,ENSG00000115415,ENSG00000116478,ENSG00000103056"
"INTERPRO","SDR_fam","5","494","53","17928","5.75e-2","1.00e+0","3.42","1.00e+0","9.96e-1","1.51e-2","ENSG00000139547,ENSG00000161267,ENSG00000157379,ENSG00000108786,ENSG00000159228"
"SMART","PLCXc","3","222","17","9557","5.76e-2","1.00e+0","7.60","1.00e+0","1.00e+0","6.61e-3","ENSG00000161714,ENSG00000187091,ENSG00000240891"
"GOTERM_BP_DIRECT","protein processing","8","471","121","16488","5.80e-2","1.00e+0","2.31","1.00e+0","9.94e-1","2.28e-2","ENSG00000005001,ENSG00000166562,ENSG00000172382,ENSG00000153802,ENSG00000167759,ENSG00000140479,ENSG00000169174,ENSG00000140564"
"GOTERM_MF_DIRECT","cyclin-dependent protein serine/threonine kinase activator activity","3","480","14","16905","5.82e-2","1.00e+0","7.55","1.00e+0","9.98e-1","6.56e-3","ENSG00000123975,ENSG00000134057,ENSG00000176749"
"GOTERM_MF_DIRECT","cytochrome-c oxidase activity","3","480","14","16905","5.82e-2","1.00e+0","7.55","1.00e+0","9.98e-1","6.56e-3","ENSG00000178741,ENSG00000176340,ENSG00000131174"
"GOTERM_CC_DIRECT","mitochondrial outer membrane","12","485","231","17412","5.86e-2","9.45e-1","1.86","1.00e+0","9.30e-1","2.88e-2","ENSG00000247077,ENSG00000106785,ENSG00000160703,ENSG00000130204,ENSG00000126709,ENSG00000100292,ENSG00000165949,ENSG00000030110,ENSG00000159399,ENSG00000134321,ENSG00000158882,ENSG00000198814"
"GOTERM_CC_DIRECT","external side of plasma membrane","17","485","373","17412","5.87e-2","9.45e-1","1.64","1.00e+0","9.30e-1","3.28e-2","ENSG00000126353,ENSG00000049249,ENSG00000180871,ENSG00000138623,ENSG00000116824,ENSG00000152558,ENSG00000026751,ENSG00000112115,ENSG00000203722,ENSG00000150637,ENSG00000167286,ENSG00000121594,ENSG00000162746,ENSG00000272398,ENSG00000163599,ENSG00000160654,ENSG00000163600"
"GOTERM_BP_DIRECT","microtubule depolymerization","3","471","14","16488","5.89e-2","1.00e+0","7.50","1.00e+0","9.94e-1","6.67e-3","ENSG00000121621,ENSG00000142945,ENSG00000140854"
"GOTERM_BP_DIRECT","MyD88-dependent toll-like receptor signaling pathway","3","471","14","16488","5.89e-2","1.00e+0","7.50","1.00e+0","9.94e-1","6.67e-3","ENSG00000134070,ENSG00000172936,ENSG00000145901"
"KEGG_PATHWAY","Folate biosynthesis","4","286","25","7870","6.01e-2","6.61e-1","4.40","1.00e+0","6.33e-1","1.18e-2","ENSG00000198074,ENSG00000227471,ENSG00000137563,ENSG00000159228"
"PIR_SUPERFAMILY","Haem_Oase","2","57","2","1798","6.13e-2","1.00e+0","31.54","9.60e-1","1.00e+0","9.88e-4","ENSG00000100292,ENSG00000103415"
"GOTERM_BP_DIRECT","positive regulation of defense response to virus by host","4","471","32","16488","6.20e-2","1.00e+0","4.38","1.00e+0","9.94e-1","1.26e-2","ENSG00000110944,ENSG00000138496,ENSG00000115415,ENSG00000163874"
"GOTERM_BP_DIRECT","toll-like receptor 4 signaling pathway","4","471","32","16488","6.20e-2","1.00e+0","4.38","1.00e+0","9.94e-1","1.26e-2","ENSG00000134070,ENSG00000172936,ENSG00000089127,ENSG00000050730"
"INTERPRO","Aminotransferase_I/II_large","3","494","15","17928","6.26e-2","1.00e+0","7.26","1.00e+0","9.96e-1","7.39e-3","ENSG00000120053,ENSG00000100596,ENSG00000125166"
"SMART","Cyclin_C","3","222","18","9557","6.39e-2","1.00e+0","7.17","1.00e+0","1.00e+0","7.80e-3","ENSG00000134057,ENSG00000105173,ENSG00000145386"
"GOTERM_BP_DIRECT","negative regulation of interleukin-6 production","5","471","53","16488","6.40e-2","1.00e+0","3.30","1.00e+0","9.94e-1","1.74e-2","ENSG00000160703,ENSG00000177628,ENSG00000136695,ENSG00000272398,ENSG00000163874"
"UP_SEQ_FEATURE","ACT_SITE:Proton donor","12","493","236","17715","6.59e-2","1.00e+0","1.83","1.00e+0","1.00e+0","3.37e-2","ENSG00000106302,ENSG00000198074,ENSG00000173083,ENSG00000227471,ENSG00000172531,ENSG00000177628,ENSG00000173431,ENSG00000122643,ENSG00000137563,ENSG00000065833,ENSG00000166105,ENSG00000149328"
"GOTERM_MF_DIRECT","cyclin-dependent protein serine/threonine kinase regulator activity","4","480","33","16905","6.59e-2","1.00e+0","4.27","1.00e+0","9.98e-1","1.37e-2","ENSG00000123975,ENSG00000134057,ENSG00000105173,ENSG00000145386"
"INTERPRO","Calycin","4","494","34","17928","6.60e-2","1.00e+0","4.27","1.00e+0","9.96e-1","1.37e-2","ENSG00000122133,ENSG00000148346,ENSG00000143320,ENSG00000164687"
"INTERPRO","Sc_DH/Rdtase_CS","4","494","34","17928","6.60e-2","1.00e+0","4.27","1.00e+0","9.96e-1","1.37e-2","ENSG00000139547,ENSG00000161267,ENSG00000108786,ENSG00000159228"
"GOTERM_BP_DIRECT","antifungal innate immune response","3","471","15","16488","6.67e-2","1.00e+0","7.00","1.00e+0","9.94e-1","8.16e-3","ENSG00000172243,ENSG00000173431,ENSG00000171711"
"GOTERM_BP_DIRECT","zymosterol biosynthetic process","3","471","15","16488","6.67e-2","1.00e+0","7.00","1.00e+0","9.94e-1","8.16e-3","ENSG00000147383,ENSG00000112972,ENSG00000104549"
"KEGG_PATHWAY","Herpes simplex virus 1 infection","11","286","161","7870","6.70e-2","7.12e-1","1.88","1.00e+0","6.82e-1","3.24e-2","ENSG00000185507,ENSG00000172936,ENSG00000030110,ENSG00000204267,ENSG00000089127,ENSG00000115415,ENSG00000172531,ENSG00000111335,ENSG00000213928,ENSG00000111331,ENSG00000115267"
"UP_KW_MOLECULAR_FUNCTION","Glycosidase","6","323","72","10600","6.75e-2","8.48e-1","2.73","9.97e-1","8.38e-1","2.22e-2","ENSG00000106302,ENSG00000070610,ENSG00000177628,ENSG00000115488,ENSG00000166105,ENSG00000149328"
"GOTERM_CC_DIRECT","plasma membrane","159","485","5132","17412","6.76e-2","1.00e+0","1.11","1.00e+0","9.87e-1","5.91e-2","ENSG00000110944,ENSG00000131126,ENSG00000174371,ENSG00000101152,ENSG00000134755,ENSG00000151012,ENSG00000095585,ENSG00000140519,ENSG00000149573,ENSG00000174013,ENSG00000172350,ENSG00000174775,ENSG00000136379,ENSG00000006831,ENSG00000134070,ENSG00000169228,ENSG00000184060,ENSG00000157193,ENSG00000167286,ENSG00000142549,ENSG00000049283,ENSG00000167208,ENSG00000183018,ENSG00000160654,ENSG00000165304,ENSG00000103056,ENSG00000144566,ENSG00000100170,ENSG00000100292,ENSG00000070610,ENSG00000132746,ENSG00000197641,ENSG00000172243,ENSG00000158158,ENSG00000062038,ENSG00000070729,ENSG00000125775,ENSG00000140479,ENSG00000164620,ENSG00000205639,ENSG00000160703,ENSG00000092295,ENSG00000172531,ENSG00000196344,ENSG00000116824,ENSG00000174951,ENSG00000158786,ENSG00000125508,ENSG00000203722,ENSG00000084710,ENSG00000147416,ENSG00000162572,ENSG00000183034,ENSG00000182585,ENSG00000198074,ENSG00000148291,ENSG00000105402,ENSG00000175893,ENSG00000172382,ENSG00000112972,ENSG00000139514,ENSG00000153802,ENSG00000197147,ENSG00000143839,ENSG00000159346,ENSG00000026751,ENSG00000117228,ENSG00000136888,ENSG00000176749,ENSG00000069849,ENSG00000157601,ENSG00000172936,ENSG00000085117,ENSG00000169258,ENSG00000167114,ENSG00000088986,ENSG00000140854,ENSG00000007171,ENSG00000141424,ENSG00000107338,ENSG00000049249,ENSG00000173083,ENSG00000076864,ENSG00000227471,ENSG00000187091,ENSG00000119686,ENSG00000170379,ENSG00000060558,ENSG00000168610,ENSG00000150637,ENSG00000078081,ENSG00000005022,ENSG00000103415,ENSG00000100664,ENSG00000103534,ENSG00000103257,ENSG00000125166,ENSG00000163600,ENSG00000140564,ENSG00000136868,ENSG00000174343,ENSG00000101180,ENSG00000112116,ENSG00000112115,ENSG00000263155,ENSG00000179913,ENSG00000170545,ENSG00000174502,ENSG00000174469,ENSG00000165474,ENSG00000143546,ENSG00000126709,ENSG00000139173,ENSG00000100139,ENSG00000147509,ENSG00000206073,ENSG00000161714,ENSG00000126353,ENSG00000180871,ENSG00000105854,ENSG00000182938,ENSG00000144063,ENSG00000183908,ENSG00000065675,ENSG00000042753,ENSG00000171126,ENSG00000065833,ENSG00000133962,ENSG00000111331,ENSG00000163220,ENSG00000121742,ENSG00000188643,ENSG00000027075,ENSG00000166736,ENSG00000153292,ENSG00000124215,ENSG00000156282,ENSG00000211772,ENSG00000136449,ENSG00000173391,ENSG00000181333,ENSG00000237988,ENSG00000198399,ENSG00000138623,ENSG00000169174,ENSG00000151025,ENSG00000136688,ENSG00000100949,ENSG00000268104,ENSG00000057149,ENSG00000119714,ENSG00000121594,ENSG00000100433,ENSG00000181847,ENSG00000168528,ENSG00000164687,ENSG00000163235,ENSG00000272398,ENSG00000163599"
"GOTERM_MF_DIRECT","phosphoric diester hydrolase activity","5","480","55","16905","7.01e-2","1.00e+0","3.20","1.00e+0","9.98e-1","1.96e-2","ENSG00000161714,ENSG00000102886,ENSG00000187091,ENSG00000240891,ENSG00000103056"
"INTERPRO","Cystatin_sf","3","494","16","17928","7.02e-2","1.00e+0","6.80","1.00e+0","9.96e-1","8.91e-3","ENSG00000164047,ENSG00000121552,ENSG00000160213"
"GOTERM_CC_DIRECT","perinuclear region of cytoplasm","28","485","719","17412","7.05e-2","1.00e+0","1.40","1.00e+0","9.87e-1","4.85e-2","ENSG00000139629,ENSG00000115415,ENSG00000174775,ENSG00000111335,ENSG00000169228,ENSG00000117399,ENSG00000078081,ENSG00000188643,ENSG00000036672,ENSG00000102886,ENSG00000087586,ENSG00000049283,ENSG00000111907,ENSG00000100170,ENSG00000100292,ENSG00000132768,ENSG00000154451,ENSG00000169174,ENSG00000176749,ENSG00000157601,ENSG00000197915,ENSG00000165795,ENSG00000148334,ENSG00000166803,ENSG00000162645,ENSG00000007171,ENSG00000163235,ENSG00000163599"
"GOTERM_BP_DIRECT","nucleobase-containing compound metabolic process","4","471","34","16488","7.18e-2","1.00e+0","4.12","1.00e+0","9.94e-1","1.55e-2","ENSG00000183696,ENSG00000111335,ENSG00000111331,ENSG00000119125"
"KEGG_PATHWAY","Glycosphingolipid biosynthesis - lacto and neolacto series","4","286","27","7870","7.25e-2","7.44e-1","4.08","1.00e+0","7.13e-1","1.55e-2","ENSG00000174951,ENSG00000171124,ENSG00000179913,ENSG00000176920"
"GOTERM_CC_DIRECT","intermediate filament","7","485","105","17412","7.25e-2","1.00e+0","2.39","1.00e+0","9.87e-1","2.74e-2","ENSG00000186442,ENSG00000186832,ENSG00000205420,ENSG00000171159,ENSG00000170465,ENSG00000242372,ENSG00000148798"
"GOTERM_BP_DIRECT","sphingosine biosynthetic process","3","471","16","16488","7.48e-2","1.00e+0","6.56","1.00e+0","9.94e-1","9.83e-3","ENSG00000165389,ENSG00000177628,ENSG00000100596"
"GOTERM_BP_DIRECT","mitotic sister chromatid cohesion","3","471","16","16488","7.48e-2","1.00e+0","6.56","1.00e+0","9.94e-1","9.83e-3","ENSG00000117399,ENSG00000121579,ENSG00000146670"
"GOTERM_BP_DIRECT","cellular response to type II interferon","6","471","79","16488","7.49e-2","1.00e+0","2.66","1.00e+0","9.94e-1","2.54e-2","ENSG00000154451,ENSG00000115415,ENSG00000162645,ENSG00000117228,ENSG00000007171,ENSG00000183347"
"KEGG_PATHWAY","Nucleotide metabolism","7","286","82","7870","7.61e-2","7.56e-1","2.35","1.00e+0","7.24e-1","2.90e-2","ENSG00000134326,ENSG00000171848,ENSG00000025708,ENSG00000183696,ENSG00000158125,ENSG00000122643,ENSG00000119125"
"SMART","Tryp_SPc","6","222","98","9557","7.65e-2","1.00e+0","2.64","1.00e+0","1.00e+0","2.64e-2","ENSG00000005001,ENSG00000129451,ENSG00000172382,ENSG00000153802,ENSG00000167759,ENSG00000129437"
"UP_KW_MOLECULAR_FUNCTION","Cyclin","4","323","33","10600","7.76e-2","8.48e-1","3.98","9.99e-1","8.38e-1","1.73e-2","ENSG00000100292,ENSG00000134057,ENSG00000105173,ENSG00000145386"
"INTERPRO","PLipase_C_PInositol-sp_X_dom","3","494","17","17928","7.82e-2","1.00e+0","6.40","1.00e+0","9.96e-1","1.06e-2","ENSG00000161714,ENSG00000187091,ENSG00000240891"
"UP_SEQ_FEATURE","DOMAIN:PI-PLC X-box","3","493","17","17715","7.96e-2","1.00e+0","6.34","1.00e+0","1.00e+0","1.09e-2","ENSG00000161714,ENSG00000187091,ENSG00000240891"
"UP_SEQ_FEATURE","DOMAIN:Lipocalin/cytosolic fatty-acid binding","3","493","17","17715","7.96e-2","1.00e+0","6.34","1.00e+0","1.00e+0","1.09e-2","ENSG00000122133,ENSG00000148346,ENSG00000164687"
"UP_SEQ_FEATURE","PROPEP:Removed in mature form","13","493","273","17715","7.97e-2","1.00e+0","1.71","1.00e+0","1.00e+0","4.35e-2","ENSG00000131126,ENSG00000187608,ENSG00000154451,ENSG00000132746,ENSG00000142507,ENSG00000138623,ENSG00000174775,ENSG00000117228,ENSG00000121316,ENSG00000203722,ENSG00000162645,ENSG00000163235,ENSG00000272398"
"UP_KW_BIOLOGICAL_PROCESS","Glycolysis","4","309","34","10326","7.98e-2","4.58e-1","3.93","1.00e+0","4.13e-1","1.80e-2","ENSG00000149925,ENSG00000111669,ENSG00000159399,ENSG00000171314"
"UP_KW_CELLULAR_COMPONENT","Chromosome","25","444","640","16046","8.01e-2","4.80e-1","1.41","9.70e-1","4.58e-1","5.28e-2","ENSG00000197153,ENSG00000180198,ENSG00000113712,ENSG00000178999,ENSG00000274641,ENSG00000117399,ENSG00000275379,ENSG00000169689,ENSG00000122952,ENSG00000275713,ENSG00000029993,ENSG00000275714,ENSG00000142945,ENSG00000278588,ENSG00000277775,ENSG00000276368,ENSG00000127423,ENSG00000113648,ENSG00000146670,ENSG00000111247,ENSG00000173894,ENSG00000145700,ENSG00000088986,ENSG00000273703,ENSG00000273604"
"GOTERM_BP_DIRECT","DNA repair","16","471","352","16488","8.02e-2","1.00e+0","1.59","1.00e+0","9.94e-1","4.59e-2","ENSG00000174371,ENSG00000111802,ENSG00000113648,ENSG00000142507,ENSG00000111247,ENSG00000170312,ENSG00000138346,ENSG00000116663,ENSG00000169689,ENSG00000143106,ENSG00000171848,ENSG00000152409,ENSG00000166803,ENSG00000140534,ENSG00000183479,ENSG00000164611"
"INTERPRO","L_AA_transporter","2","494","3","17928","8.03e-2","1.00e+0","24.19","1.00e+0","9.96e-1","2.23e-3","ENSG00000151012,ENSG00000103257"
"INTERPRO","Otopetrin","2","494","3","17928","8.03e-2","1.00e+0","24.19","1.00e+0","9.96e-1","2.23e-3","ENSG00000182938,ENSG00000183034"
"INTERPRO","CD164_MGC24","2","494","3","17928","8.03e-2","1.00e+0","24.19","1.00e+0","9.96e-1","2.23e-3","ENSG00000152558,ENSG00000174950"
"INTERPRO","CD3_esu/gsu/dsu","2","494","3","17928","8.03e-2","1.00e+0","24.19","1.00e+0","9.96e-1","2.23e-3","ENSG00000167286,ENSG00000160654"
"UP_KW_BIOLOGICAL_PROCESS","Host-virus interaction","28","309","683","10326","8.08e-2","4.58e-1","1.37","1.00e+0","4.13e-1","5.52e-2","ENSG00000185507,ENSG00000160703,ENSG00000187608,ENSG00000115415,ENSG00000172531,ENSG00000170312,ENSG00000158402,ENSG00000203722,ENSG00000168610,ENSG00000157193,ENSG00000078081,ENSG00000030110,ENSG00000005022,ENSG00000089127,ENSG00000140564,ENSG00000111802,ENSG00000100292,ENSG00000165949,ENSG00000198399,ENSG00000142507,ENSG00000134321,ENSG00000115267,ENSG00000088986,ENSG00000204267,ENSG00000121594,ENSG00000145386,ENSG00000167977,ENSG00000163874"
"UP_KW_BIOLOGICAL_PROCESS","Amino-acid transport","5","309","55","10326","8.10e-2","4.58e-1","3.04","1.00e+0","4.13e-1","2.39e-2","ENSG00000151012,ENSG00000139514,ENSG00000164466,ENSG00000103257,ENSG00000268104"
"UP_SEQ_FEATURE","REGION:Interaction with dsRNA","2","493","3","17715","8.10e-2","1.00e+0","23.96","1.00e+0","1.00e+0","2.28e-3","ENSG00000089127,ENSG00000111331"
"UP_SEQ_FEATURE","DISULFID:Interchain (with C-210 in SLC3A2)","2","493","3","17715","8.10e-2","1.00e+0","23.96","1.00e+0","1.00e+0","2.28e-3","ENSG00000151012,ENSG00000103257"
"GOTERM_CC_DIRECT","ISGF3 complex","2","485","3","17412","8.11e-2","1.00e+0","23.93","1.00e+0","9.87e-1","2.28e-3","ENSG00000115415,ENSG00000213928"
"INTERPRO","Galactose-bd-like_sf","6","494","84","17928","8.17e-2","1.00e+0","2.59","1.00e+0","9.96e-1","2.84e-2","ENSG00000140479,ENSG00000166105,ENSG00000149328,ENSG00000140564,ENSG00000116663,ENSG00000174469"
"GOTERM_BP_DIRECT","positive regulation of mitotic cell cycle","4","471","36","16488","8.23e-2","1.00e+0","3.89","1.00e+0","9.94e-1","1.88e-2","ENSG00000107338,ENSG00000036672,ENSG00000134057,ENSG00000087586"
"GOTERM_BP_DIRECT","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","4","471","36","16488","8.23e-2","1.00e+0","3.89","1.00e+0","9.94e-1","1.88e-2","ENSG00000030110,ENSG00000139173,ENSG00000197930,ENSG00000128965"
"GOTERM_MF_DIRECT","adiponectin binding","2","480","3","16905","8.26e-2","1.00e+0","23.48","1.00e+0","9.98e-1","2.37e-3","ENSG00000159346,ENSG00000006831"
"GOTERM_MF_DIRECT","thymidine phosphorylase activity","2","480","3","16905","8.26e-2","1.00e+0","23.48","1.00e+0","9.98e-1","2.37e-3","ENSG00000025708,ENSG00000183696"
"GOTERM_BP_DIRECT","sulfide oxidation, using sulfide:quinone oxidoreductase","2","471","3","16488","8.31e-2","1.00e+0","23.34","1.00e+0","9.94e-1","2.40e-3","ENSG00000137767,ENSG00000183048"
"GOTERM_BP_DIRECT","response to mycotoxin","2","471","3","16488","8.31e-2","1.00e+0","23.34","1.00e+0","9.94e-1","2.40e-3","ENSG00000030110,ENSG00000148346"
"GOTERM_BP_DIRECT","L-amino acid transport","2","471","3","16488","8.31e-2","1.00e+0","23.34","1.00e+0","9.94e-1","2.40e-3","ENSG00000139514,ENSG00000103257"
"GOTERM_BP_DIRECT","glyceraldehyde-3-phosphate metabolic process","2","471","3","16488","8.31e-2","1.00e+0","23.34","1.00e+0","9.94e-1","2.40e-3","ENSG00000177156,ENSG00000111669"
"GOTERM_BP_DIRECT","regulation of cytokine-mediated signaling pathway","2","471","3","16488","8.31e-2","1.00e+0","23.34","1.00e+0","9.94e-1","2.40e-3","ENSG00000134070,ENSG00000272398"
"GOTERM_BP_DIRECT","L-aspartate biosynthetic process","2","471","3","16488","8.31e-2","1.00e+0","23.34","1.00e+0","9.94e-1","2.40e-3","ENSG00000120053,ENSG00000125166"
"GOTERM_BP_DIRECT","positive regulation of mitotic sister chromatid segregation","2","471","3","16488","8.31e-2","1.00e+0","23.34","1.00e+0","9.94e-1","2.40e-3","ENSG00000170312,ENSG00000178999"
"GOTERM_BP_DIRECT","positive regulation of protein deubiquitination","2","471","3","16488","8.31e-2","1.00e+0","23.34","1.00e+0","9.94e-1","2.40e-3","ENSG00000145901,ENSG00000163874"
"GOTERM_BP_DIRECT","regulation of ribonuclease activity","2","471","3","16488","8.31e-2","1.00e+0","23.34","1.00e+0","9.94e-1","2.40e-3","ENSG00000089127,ENSG00000111331"
"GOTERM_BP_DIRECT","pyrimidine nucleoside metabolic process","2","471","3","16488","8.31e-2","1.00e+0","23.34","1.00e+0","9.94e-1","2.40e-3","ENSG00000025708,ENSG00000122643"
"GOTERM_BP_DIRECT","glucosylceramide catabolic process","2","471","3","16488","8.31e-2","1.00e+0","23.34","1.00e+0","9.94e-1","2.40e-3","ENSG00000070610,ENSG00000177628"
"GOTERM_BP_DIRECT","deoxyguanosine catabolic process","2","471","3","16488","8.31e-2","1.00e+0","23.34","1.00e+0","9.94e-1","2.40e-3","ENSG00000158125,ENSG00000119125"
"GOTERM_BP_DIRECT","negative regulation of IP-10 production","2","471","3","16488","8.31e-2","1.00e+0","23.34","1.00e+0","9.94e-1","2.40e-3","ENSG00000089127,ENSG00000111331"
"GOTERM_BP_DIRECT","positive regulation of keratinocyte proliferation","3","471","17","16488","8.32e-2","1.00e+0","6.18","1.00e+0","9.94e-1","1.17e-2","ENSG00000092295,ENSG00000062038,ENSG00000171236"
"UP_KW_MOLECULAR_FUNCTION","Glycosyltransferase","12","323","226","10600","8.38e-2","8.48e-1","1.74","9.99e-1","8.38e-1","4.34e-2","ENSG00000138496,ENSG00000070610,ENSG00000139629,ENSG00000176928,ENSG00000025708,ENSG00000059378,ENSG00000174951,ENSG00000183696,ENSG00000177628,ENSG00000171124,ENSG00000179913,ENSG00000176920"
"GOTERM_BP_DIRECT","G1/S transition of mitotic cell cycle","6","471","82","16488","8.48e-2","1.00e+0","2.56","1.00e+0","9.94e-1","2.98e-2","ENSG00000099804,ENSG00000180198,ENSG00000134057,ENSG00000105173,ENSG00000145386,ENSG00000170312"
"INTERPRO","PyrdxlP-dep_Trfase","4","494","38","17928","8.60e-2","1.00e+0","3.82","1.00e+0","9.96e-1","2.01e-2","ENSG00000115919,ENSG00000120053,ENSG00000100596,ENSG00000125166"
"INTERPRO","PyrdxlP-dep_Trfase_major","4","494","38","17928","8.60e-2","1.00e+0","3.82","1.00e+0","9.96e-1","2.01e-2","ENSG00000115919,ENSG00000120053,ENSG00000100596,ENSG00000125166"
"INTERPRO","Cyclin_C-dom","3","494","18","17928","8.64e-2","1.00e+0","6.05","1.00e+0","9.96e-1","1.25e-2","ENSG00000134057,ENSG00000105173,ENSG00000145386"
"INTERPRO","FAD-bd_FR_type","3","494","18","17928","8.64e-2","1.00e+0","6.05","1.00e+0","9.96e-1","1.25e-2","ENSG00000127948,ENSG00000166394,ENSG00000007171"
"INTERPRO","Riboflavin_synthase-like_b-brl","3","494","18","17928","8.64e-2","1.00e+0","6.05","1.00e+0","9.96e-1","1.25e-2","ENSG00000127948,ENSG00000166394,ENSG00000007171"
"INTERPRO","FNR_nucleotide-bd","3","494","18","17928","8.64e-2","1.00e+0","6.05","1.00e+0","9.96e-1","1.25e-2","ENSG00000127948,ENSG00000166394,ENSG00000007171"
