"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"UP_KW_BIOLOGICAL_PROCESS","Keratinization","16","236","39","10631","1.43e-15","1.52e-13","18.48","1.53e-13","1.43e-13","4.87e-17","ENSG00000092295,ENSG00000125780,ENSG00000163209,ENSG00000105427,ENSG00000285946,ENSG00000244057,ENSG00000169469,ENSG00000197915,ENSG00000196805,ENSG00000203785,ENSG00000169474,ENSG00000163216,ENSG00000187238,ENSG00000185962,ENSG00000163202,ENSG00000185966"
"GOTERM_BP_DIRECT","keratinization","19","355","70","16968","3.20e-15","6.46e-12","12.97","6.50e-12","6.41e-12","1.74e-16","ENSG00000092295,ENSG00000125780,ENSG00000163209,ENSG00000105427,ENSG00000285946,ENSG00000205420,ENSG00000170465,ENSG00000244057,ENSG00000169469,ENSG00000197915,ENSG00000196805,ENSG00000062038,ENSG00000186442,ENSG00000163216,ENSG00000187238,ENSG00000186832,ENSG00000185962,ENSG00000163202,ENSG00000185966"
"GOTERM_BP_DIRECT","innate immune response","43","355","495","16968","9.36e-15","9.44e-12","4.15","1.88e-11","9.36e-12","2.13e-15","ENSG00000185507,ENSG00000106785,ENSG00000160703,ENSG00000187608,ENSG00000111335,ENSG00000136695,ENSG00000113356,ENSG00000136694,ENSG00000111331,ENSG00000204613,ENSG00000163220,ENSG00000163221,ENSG00000138496,ENSG00000029993,ENSG00000089127,ENSG00000204610,ENSG00000148346,ENSG00000057657,ENSG00000165949,ENSG00000154451,ENSG00000183918,ENSG00000134321,ENSG00000172243,ENSG00000026751,ENSG00000173431,ENSG00000112115,ENSG00000136688,ENSG00000118520,ENSG00000115267,ENSG00000157601,ENSG00000135114,ENSG00000172936,ENSG00000143546,ENSG00000126709,ENSG00000151715,ENSG00000205413,ENSG00000162645,ENSG00000186832,ENSG00000168703,ENSG00000183347,ENSG00000147324,ENSG00000124102,ENSG00000165799"
"KEGG_PATHWAY","Cornified envelope formation","31","217","212","8128","3.01e-14","7.98e-12","5.48","7.97e-12","7.83e-12","4.83e-15","ENSG00000092295,ENSG00000125780,ENSG00000177628,ENSG00000241794,ENSG00000205420,ENSG00000143556,ENSG00000163220,ENSG00000169469,ENSG00000163221,ENSG00000186442,ENSG00000203785,ENSG00000187238,ENSG00000156282,ENSG00000163202,ENSG00000070610,ENSG00000163209,ENSG00000285946,ENSG00000196754,ENSG00000170465,ENSG00000244057,ENSG00000197915,ENSG00000143546,ENSG00000196805,ENSG00000184330,ENSG00000169474,ENSG00000163216,ENSG00000186832,ENSG00000100596,ENSG00000140479,ENSG00000185962,ENSG00000185966"
"UP_KW_BIOLOGICAL_PROCESS","Innate immunity","36","236","417","10631","7.23e-12","3.83e-10","3.89","7.66e-10","3.61e-10","1.73e-12","ENSG00000185507,ENSG00000106785,ENSG00000160703,ENSG00000187608,ENSG00000111335,ENSG00000136695,ENSG00000113356,ENSG00000136694,ENSG00000111331,ENSG00000163220,ENSG00000163221,ENSG00000138496,ENSG00000029993,ENSG00000089127,ENSG00000148346,ENSG00000057657,ENSG00000165949,ENSG00000154451,ENSG00000183918,ENSG00000134321,ENSG00000172243,ENSG00000026751,ENSG00000112115,ENSG00000136688,ENSG00000118520,ENSG00000115267,ENSG00000157601,ENSG00000135114,ENSG00000172936,ENSG00000143546,ENSG00000126709,ENSG00000151715,ENSG00000205413,ENSG00000162645,ENSG00000183347,ENSG00000147324"
"GOTERM_CC_DIRECT","cornified envelope","14","365","60","17924","1.76e-10","6.72e-8","11.46","6.72e-8","6.66e-8","1.22e-11","ENSG00000092295,ENSG00000134755,ENSG00000163209,ENSG00000105427,ENSG00000241794,ENSG00000169469,ENSG00000197915,ENSG00000196805,ENSG00000203785,ENSG00000169474,ENSG00000163216,ENSG00000186832,ENSG00000121552,ENSG00000124102"
"UP_KW_MOLECULAR_FUNCTION","Antimicrobial","14","238","70","10932","2.67e-9","1.92e-7","9.19","1.92e-7","1.82e-7","2.40e-10","ENSG00000154451,ENSG00000241794,ENSG00000171711,ENSG00000244057,ENSG00000163220,ENSG00000143546,ENSG00000163221,ENSG00000188373,ENSG00000187238,ENSG00000162645,ENSG00000185962,ENSG00000168703,ENSG00000183347,ENSG00000165799"
"UP_KW_BIOLOGICAL_PROCESS","Immunity","46","236","826","10631","1.08e-8","3.00e-7","2.51","1.14e-6","2.83e-7","4.11e-9","ENSG00000185507,ENSG00000131203,ENSG00000106785,ENSG00000160703,ENSG00000187608,ENSG00000065675,ENSG00000111335,ENSG00000136695,ENSG00000113356,ENSG00000136694,ENSG00000111331,ENSG00000203722,ENSG00000163220,ENSG00000163221,ENSG00000138496,ENSG00000078081,ENSG00000029993,ENSG00000089127,ENSG00000167286,ENSG00000148346,ENSG00000057657,ENSG00000160654,ENSG00000131015,ENSG00000173391,ENSG00000165949,ENSG00000154451,ENSG00000183918,ENSG00000134321,ENSG00000172243,ENSG00000026751,ENSG00000112115,ENSG00000136688,ENSG00000118520,ENSG00000115267,ENSG00000157601,ENSG00000135114,ENSG00000172936,ENSG00000143546,ENSG00000126709,ENSG00000151715,ENSG00000205413,ENSG00000162645,ENSG00000183347,ENSG00000163874,ENSG00000163599,ENSG00000147324"
"UP_KW_BIOLOGICAL_PROCESS","Antiviral defense","17","236","123","10631","1.13e-8","3.00e-7","6.23","1.20e-6","2.83e-7","1.60e-9","ENSG00000185507,ENSG00000187608,ENSG00000165949,ENSG00000115415,ENSG00000134321,ENSG00000111335,ENSG00000113356,ENSG00000213928,ENSG00000111331,ENSG00000115267,ENSG00000157601,ENSG00000135114,ENSG00000172936,ENSG00000138496,ENSG00000126709,ENSG00000089127,ENSG00000163874"
"GOTERM_BP_DIRECT","defense response to bacterium","17","355","141","16968","4.16e-8","2.09e-5","5.76","8.40e-5","2.07e-5","6.47e-9","ENSG00000187608,ENSG00000154451,ENSG00000111536,ENSG00000111335,ENSG00000171711,ENSG00000111331,ENSG00000172936,ENSG00000163220,ENSG00000143546,ENSG00000163221,ENSG00000089127,ENSG00000162645,ENSG00000148346,ENSG00000167914,ENSG00000007171,ENSG00000168703,ENSG00000183347"
"GOTERM_BP_DIRECT","inflammatory response","30","355","439","16968","4.80e-8","2.09e-5","3.27","9.69e-5","2.07e-5","1.39e-8","ENSG00000131203,ENSG00000106785,ENSG00000095585,ENSG00000173083,ENSG00000180871,ENSG00000111536,ENSG00000065675,ENSG00000136695,ENSG00000136694,ENSG00000134070,ENSG00000163220,ENSG00000197948,ENSG00000163221,ENSG00000168610,ENSG00000173391,ENSG00000154451,ENSG00000172243,ENSG00000112115,ENSG00000136688,ENSG00000172936,ENSG00000143546,ENSG00000114251,ENSG00000119714,ENSG00000186832,ENSG00000127318,ENSG00000007171,ENSG00000050730,ENSG00000163874,ENSG00000147324,ENSG00000163435"
"GOTERM_BP_DIRECT","defense response to virus","21","355","224","16968","5.18e-8","2.09e-5","4.48","1.05e-4","2.07e-5","1.06e-8","ENSG00000185507,ENSG00000187608,ENSG00000165949,ENSG00000154451,ENSG00000115415,ENSG00000134321,ENSG00000111335,ENSG00000181381,ENSG00000113356,ENSG00000213928,ENSG00000111331,ENSG00000115267,ENSG00000157601,ENSG00000135114,ENSG00000172936,ENSG00000138496,ENSG00000126709,ENSG00000089127,ENSG00000162645,ENSG00000122643,ENSG00000163874"
"GOTERM_BP_DIRECT","epidermis development","14","355","99","16968","1.40e-7","4.71e-5","6.76","2.82e-4","4.66e-5","1.82e-8","ENSG00000163209,ENSG00000285946,ENSG00000244057,ENSG00000143556,ENSG00000169469,ENSG00000196805,ENSG00000203785,ENSG00000169474,ENSG00000163216,ENSG00000187238,ENSG00000185962,ENSG00000163202,ENSG00000164687,ENSG00000185966"
"GOTERM_BP_DIRECT","interleukin-27-mediated signaling pathway","6","355","10","16968","8.89e-7","2.37e-4","28.68","1.79e-3","2.35e-4","1.57e-8","ENSG00000089127,ENSG00000115415,ENSG00000111335,ENSG00000111331,ENSG00000157601,ENSG00000135114"
"GOTERM_BP_DIRECT","type I interferon-mediated signaling pathway","9","355","38","16968","9.39e-7","2.37e-4","11.32","1.89e-3","2.35e-4","6.62e-8","ENSG00000185507,ENSG00000172936,ENSG00000165949,ENSG00000089127,ENSG00000115415,ENSG00000111335,ENSG00000111331,ENSG00000115267,ENSG00000135114"
"GOTERM_BP_DIRECT","keratinocyte differentiation","11","355","68","16968","1.37e-6","3.06e-4","7.73","2.75e-3","3.03e-4","1.52e-7","ENSG00000143556,ENSG00000169469,ENSG00000092295,ENSG00000196805,ENSG00000114251,ENSG00000125780,ENSG00000163209,ENSG00000169474,ENSG00000186832,ENSG00000112115,ENSG00000121552"
"GOTERM_BP_DIRECT","defense response to fungus","8","355","29","16968","1.70e-6","3.44e-4","13.19","3.43e-3","3.41e-4","9.92e-8","ENSG00000163220,ENSG00000143546,ENSG00000163221,ENSG00000188373,ENSG00000173431,ENSG00000112115,ENSG00000171711,ENSG00000165799"
"SMART","S_100","7","174","27","9778","6.12e-6","9.05e-4","14.57","9.05e-4","9.05e-4","3.29e-7","ENSG00000143556,ENSG00000163220,ENSG00000197915,ENSG00000143546,ENSG00000163221,ENSG00000184330,ENSG00000196754"
"INTERPRO","S100/CaBP7/8-like_CS","7","373","24","18453","6.38e-6","5.25e-3","14.43","7.29e-3","5.22e-3","3.35e-7","ENSG00000143556,ENSG00000163220,ENSG00000197915,ENSG00000143546,ENSG00000163221,ENSG00000184330,ENSG00000196754"
"GOTERM_BP_DIRECT","defense response to Gram-positive bacterium","13","355","119","16968","7.23e-6","1.33e-3","5.22","1.45e-2","1.32e-3","1.25e-6","ENSG00000173431,ENSG00000241794,ENSG00000205420,ENSG00000112115,ENSG00000171711,ENSG00000244057,ENSG00000172936,ENSG00000188373,ENSG00000187238,ENSG00000162645,ENSG00000185962,ENSG00000183347,ENSG00000165799"
"INTERPRO","S100_Ca-bd_sub","7","373","27","18453","1.33e-5","5.25e-3","12.83","1.52e-2","5.22e-3","8.17e-7","ENSG00000143556,ENSG00000163220,ENSG00000197915,ENSG00000143546,ENSG00000163221,ENSG00000184330,ENSG00000196754"
"GOTERM_BP_DIRECT","cellular response to lipopolysaccharide","15","355","172","16968","1.55e-5","2.60e-3","4.17","3.07e-2","2.58e-3","3.42e-6","ENSG00000134326,ENSG00000154451,ENSG00000136695,ENSG00000136694,ENSG00000112033,ENSG00000136688,ENSG00000172936,ENSG00000114251,ENSG00000121594,ENSG00000162645,ENSG00000148346,ENSG00000007171,ENSG00000103257,ENSG00000050730,ENSG00000163874"
"INTERPRO","LCE","6","373","18","18453","2.24e-5","5.25e-3","16.49","2.53e-2","5.22e-3","9.90e-7","ENSG00000187238,ENSG00000285946,ENSG00000185962,ENSG00000163202,ENSG00000244057,ENSG00000185966"
"GOTERM_BP_DIRECT","negative regulation of viral genome replication","8","355","44","16968","3.20e-5","4.96e-3","8.69","6.25e-2","4.92e-3","3.12e-6","ENSG00000187608,ENSG00000089127,ENSG00000134321,ENSG00000111335,ENSG00000111331,ENSG00000157601,ENSG00000115267,ENSG00000135114"
"INTERPRO","2-5-oligoAdlate_synth_1_dom2/C","4","373","4","18453","3.20e-5","5.25e-3","49.47","3.61e-2","5.22e-3","1.64e-7","ENSG00000089127,ENSG00000111335,ENSG00000111331,ENSG00000135114"
"INTERPRO","2-5OAS_C_CS","4","373","4","18453","3.20e-5","5.25e-3","49.47","3.61e-2","5.22e-3","1.64e-7","ENSG00000089127,ENSG00000111335,ENSG00000111331,ENSG00000135114"
"INTERPRO","2-5OAS_N_CS","4","373","4","18453","3.20e-5","5.25e-3","49.47","3.61e-2","5.22e-3","1.64e-7","ENSG00000089127,ENSG00000111335,ENSG00000111331,ENSG00000135114"
"INTERPRO","NT_2-5OAS_ClassI-CCAase","4","373","4","18453","3.20e-5","5.25e-3","49.47","3.61e-2","5.22e-3","1.64e-7","ENSG00000089127,ENSG00000111335,ENSG00000111331,ENSG00000135114"
"UP_SEQ_FEATURE","DOMAIN:2'-5'-oligoadenylate synthetase 1","4","374","4","18235","3.34e-5","5.72e-2","48.76","5.56e-2","5.72e-2","1.74e-7","ENSG00000089127,ENSG00000111335,ENSG00000111331,ENSG00000135114"
"GOTERM_CC_DIRECT","extracellular region","83","365","2643","17924","4.19e-5","7.98e-3","1.54","1.58e-2","7.91e-3","2.64e-5","ENSG00000131126,ENSG00000187608,ENSG00000173083,ENSG00000166509,ENSG00000174013,ENSG00000172432,ENSG00000136695,ENSG00000136694,ENSG00000158125,ENSG00000064886,ENSG00000143556,ENSG00000204315,ENSG00000157193,ENSG00000142549,ENSG00000163600,ENSG00000160213,ENSG00000142224,ENSG00000131015,ENSG00000100292,ENSG00000129451,ENSG00000197641,ENSG00000112115,ENSG00000188293,ENSG00000171236,ENSG00000171711,ENSG00000118520,ENSG00000165078,ENSG00000197915,ENSG00000143546,ENSG00000143106,ENSG00000114251,ENSG00000188373,ENSG00000183760,ENSG00000140479,ENSG00000127318,ENSG00000168703,ENSG00000149328,ENSG00000148798,ENSG00000165799,ENSG00000206073,ENSG00000105854,ENSG00000137648,ENSG00000111536,ENSG00000116824,ENSG00000241794,ENSG00000177628,ENSG00000196743,ENSG00000137563,ENSG00000283992,ENSG00000111331,ENSG00000163220,ENSG00000167941,ENSG00000203722,ENSG00000163221,ENSG00000005001,ENSG00000116260,ENSG00000089127,ENSG00000148346,ENSG00000153292,ENSG00000182585,ENSG00000198074,ENSG00000104356,ENSG00000173391,ENSG00000134827,ENSG00000172382,ENSG00000262406,ENSG00000153802,ENSG00000143839,ENSG00000173431,ENSG00000196611,ENSG00000134028,ENSG00000136688,ENSG00000121316,ENSG00000170515,ENSG00000057149,ENSG00000169299,ENSG00000167759,ENSG00000062096,ENSG00000129437,ENSG00000164687,ENSG00000163235,ENSG00000121552,ENSG00000124102"
"KEGG_PATHWAY","Influenza A","15","217","154","8128","5.65e-5","7.49e-3","3.65","1.49e-2","7.35e-3","1.42e-5","ENSG00000185507,ENSG00000160703,ENSG00000137648,ENSG00000115415,ENSG00000153802,ENSG00000134321,ENSG00000111335,ENSG00000213928,ENSG00000111331,ENSG00000115267,ENSG00000157601,ENSG00000172936,ENSG00000005022,ENSG00000182481,ENSG00000089127"
"UP_KW_BIOLOGICAL_PROCESS","Inflammatory response","15","236","187","10631","6.79e-5","1.44e-3","3.61","7.18e-3","1.36e-3","1.75e-5","ENSG00000173391,ENSG00000154451,ENSG00000065675,ENSG00000172243,ENSG00000136694,ENSG00000112115,ENSG00000136688,ENSG00000172936,ENSG00000163220,ENSG00000143546,ENSG00000163221,ENSG00000050730,ENSG00000147324,ENSG00000163874,ENSG00000163435"
"UP_KW_CELLULAR_COMPONENT","Secreted","62","335","1853","16502","8.30e-5","3.32e-3","1.65","3.32e-3","3.32e-3","4.88e-5","ENSG00000131126,ENSG00000187608,ENSG00000173083,ENSG00000166509,ENSG00000174013,ENSG00000136695,ENSG00000136694,ENSG00000158125,ENSG00000064886,ENSG00000143556,ENSG00000141098,ENSG00000157193,ENSG00000142549,ENSG00000163600,ENSG00000142224,ENSG00000131015,ENSG00000129451,ENSG00000112115,ENSG00000188293,ENSG00000171236,ENSG00000171711,ENSG00000165078,ENSG00000143546,ENSG00000114251,ENSG00000188373,ENSG00000183760,ENSG00000140479,ENSG00000127318,ENSG00000168703,ENSG00000165799,ENSG00000137648,ENSG00000111536,ENSG00000241794,ENSG00000137563,ENSG00000283992,ENSG00000163220,ENSG00000167941,ENSG00000203722,ENSG00000163221,ENSG00000005001,ENSG00000116260,ENSG00000089127,ENSG00000148346,ENSG00000153292,ENSG00000182585,ENSG00000198074,ENSG00000173391,ENSG00000134827,ENSG00000172382,ENSG00000262406,ENSG00000153802,ENSG00000143839,ENSG00000173431,ENSG00000196611,ENSG00000134028,ENSG00000136688,ENSG00000167759,ENSG00000062096,ENSG00000129437,ENSG00000164687,ENSG00000163235,ENSG00000124102"
"KEGG_PATHWAY","Measles","13","217","122","8128","9.05e-5","8.00e-3","3.99","2.37e-2","7.84e-3","2.06e-5","ENSG00000185507,ENSG00000115415,ENSG00000111335,ENSG00000213928,ENSG00000111331,ENSG00000115267,ENSG00000157601,ENSG00000172936,ENSG00000168610,ENSG00000089127,ENSG00000167286,ENSG00000105173,ENSG00000160654"
"GOTERM_BP_DIRECT","positive regulation of cytokine production involved in inflammatory response","7","355","38","16968","1.24e-4","1.79e-2","8.80","2.22e-1","1.77e-2","1.19e-5","ENSG00000172936,ENSG00000168610,ENSG00000154451,ENSG00000172243,ENSG00000112115,ENSG00000136694,ENSG00000136688"
"GOTERM_CC_DIRECT","transmembrane transporter complex","5","365","14","17924","1.43e-4","1.81e-2","17.54","5.29e-2","1.80e-2","5.86e-6","ENSG00000110955,ENSG00000147416,ENSG00000174343,ENSG00000070729,ENSG00000166736"
"GOTERM_BP_DIRECT","defense response to protozoan","6","355","25","16968","1.45e-4","1.86e-2","11.47","2.53e-1","1.84e-2","1.02e-5","ENSG00000172936,ENSG00000162645,ENSG00000172243,ENSG00000168062,ENSG00000183347,ENSG00000118520"
"GOTERM_BP_DIRECT","response to virus","11","355","115","16968","1.47e-4","1.86e-2","4.57","2.57e-1","1.84e-2","2.94e-5","ENSG00000185507,ENSG00000187608,ENSG00000089127,ENSG00000134321,ENSG00000148346,ENSG00000137965,ENSG00000111335,ENSG00000111331,ENSG00000157601,ENSG00000115267,ENSG00000135114"
"INTERPRO","SPRR2","4","373","6","18453","1.55e-4","2.23e-2","32.98","1.63e-1","2.22e-2","2.39e-6","ENSG00000196805,ENSG00000203785,ENSG00000163216,ENSG00000241794"
"GOTERM_BP_DIRECT","positive regulation of tumor necrosis factor production","11","355","121","16968","2.24e-4","2.66e-2","4.35","3.64e-1","2.63e-2","4.72e-5","ENSG00000172936,ENSG00000143106,ENSG00000114251,ENSG00000168610,ENSG00000089127,ENSG00000116824,ENSG00000172243,ENSG00000111335,ENSG00000112115,ENSG00000111331,ENSG00000115267"
"GOTERM_BP_DIRECT","carbohydrate metabolic process","13","355","170","16968","2.41e-4","2.71e-2","3.66","3.86e-1","2.68e-2","6.12e-5","ENSG00000106302,ENSG00000070610,ENSG00000159399,ENSG00000174951,ENSG00000064886,ENSG00000065833,ENSG00000176920,ENSG00000198814,ENSG00000166411,ENSG00000176928,ENSG00000169299,ENSG00000166105,ENSG00000149328"
"GOTERM_CC_DIRECT","cytosol","147","365","5652","17924","2.94e-4","2.80e-2","1.28","1.06e-1","2.78e-2","2.26e-4","ENSG00000095585,ENSG00000187608,ENSG00000174013,ENSG00000119125,ENSG00000134070,ENSG00000184182,ENSG00000169469,ENSG00000167325,ENSG00000204315,ENSG00000142945,ENSG00000164611,ENSG00000160654,ENSG00000144566,ENSG00000100292,ENSG00000070610,ENSG00000197641,ENSG00000183918,ENSG00000137757,ENSG00000170465,ENSG00000135698,ENSG00000115267,ENSG00000143106,ENSG00000169474,ENSG00000184330,ENSG00000125775,ENSG00000050730,ENSG00000146731,ENSG00000123473,ENSG00000160703,ENSG00000092295,ENSG00000113712,ENSG00000111536,ENSG00000170473,ENSG00000196344,ENSG00000134057,ENSG00000137965,ENSG00000196743,ENSG00000213928,ENSG00000131462,ENSG00000178999,ENSG00000125508,ENSG00000084710,ENSG00000197948,ENSG00000147416,ENSG00000138496,ENSG00000008311,ENSG00000036672,ENSG00000183155,ENSG00000120053,ENSG00000128578,ENSG00000198074,ENSG00000135439,ENSG00000161405,ENSG00000154451,ENSG00000146670,ENSG00000025708,ENSG00000112972,ENSG00000176749,ENSG00000157601,ENSG00000121316,ENSG00000172936,ENSG00000170515,ENSG00000088986,ENSG00000171848,ENSG00000121152,ENSG00000167914,ENSG00000007171,ENSG00000122643,ENSG00000121552,ENSG00000163435,ENSG00000131203,ENSG00000185507,ENSG00000115919,ENSG00000107338,ENSG00000076864,ENSG00000227471,ENSG00000158125,ENSG00000159337,ENSG00000114023,ENSG00000143556,ENSG00000168610,ENSG00000186442,ENSG00000145979,ENSG00000182481,ENSG00000203785,ENSG00000184661,ENSG00000100664,ENSG00000140600,ENSG00000103257,ENSG00000163202,ENSG00000185238,ENSG00000160213,ENSG00000163209,ENSG00000138642,ENSG00000118520,ENSG00000198814,ENSG00000123836,ENSG00000169679,ENSG00000143942,ENSG00000164024,ENSG00000143546,ENSG00000163216,ENSG00000186832,ENSG00000126787,ENSG00000162645,ENSG00000128965,ENSG00000108010,ENSG00000206073,ENSG00000159399,ENSG00000115415,ENSG00000065675,ENSG00000241794,ENSG00000111335,ENSG00000113356,ENSG00000205420,ENSG00000065833,ENSG00000170312,ENSG00000111331,ENSG00000136159,ENSG00000117399,ENSG00000163220,ENSG00000163221,ENSG00000121621,ENSG00000122952,ENSG00000089127,ENSG00000085840,ENSG00000105173,ENSG00000087586,ENSG00000166855,ENSG00000129235,ENSG00000132768,ENSG00000139433,ENSG00000115488,ENSG00000242372,ENSG00000136688,ENSG00000135114,ENSG00000088826,ENSG00000196805,ENSG00000057149,ENSG00000169299,ENSG00000205413,ENSG00000059728,ENSG00000140534,ENSG00000145386,ENSG00000183347,ENSG00000164687,ENSG00000124102"
"GOTERM_BP_DIRECT","positive regulation of interferon-beta production","7","355","45","16968","3.24e-4","3.44e-2","7.44","4.80e-1","3.41e-2","3.79e-5","ENSG00000185507,ENSG00000187608,ENSG00000089127,ENSG00000111335,ENSG00000113356,ENSG00000111331,ENSG00000115267"
"GOTERM_BP_DIRECT","immune response","24","355","499","16968","3.47e-4","3.50e-2","2.30","5.04e-1","3.47e-2","1.42e-4","ENSG00000131015,ENSG00000180871,ENSG00000111536,ENSG00000116824,ENSG00000115415,ENSG00000137965,ENSG00000177628,ENSG00000136695,ENSG00000026751,ENSG00000136694,ENSG00000112115,ENSG00000171236,ENSG00000134028,ENSG00000171711,ENSG00000136688,ENSG00000203722,ENSG00000126709,ENSG00000168610,ENSG00000121594,ENSG00000162645,ENSG00000183347,ENSG00000163599,ENSG00000163600,ENSG00000142224"
"UP_KW_MOLECULAR_FUNCTION","Hydrolase","60","238","1787","10932","4.27e-4","1.54e-2","1.54","3.03e-2","1.45e-2","2.68e-4","ENSG00000115919,ENSG00000173083,ENSG00000181381,ENSG00000064886,ENSG00000159337,ENSG00000119125,ENSG00000136379,ENSG00000247077,ENSG00000102886,ENSG00000144566,ENSG00000070610,ENSG00000129451,ENSG00000137757,ENSG00000240891,ENSG00000118520,ENSG00000115267,ENSG00000123836,ENSG00000165078,ENSG00000164024,ENSG00000166562,ENSG00000183760,ENSG00000162645,ENSG00000140479,ENSG00000146731,ENSG00000149328,ENSG00000165799,ENSG00000106302,ENSG00000105854,ENSG00000137648,ENSG00000151117,ENSG00000177628,ENSG00000172893,ENSG00000196743,ENSG00000137563,ENSG00000136159,ENSG00000089723,ENSG00000005001,ENSG00000036672,ENSG00000276023,ENSG00000183479,ENSG00000166855,ENSG00000111802,ENSG00000154451,ENSG00000172382,ENSG00000262406,ENSG00000153802,ENSG00000143839,ENSG00000173431,ENSG00000196611,ENSG00000115488,ENSG00000134028,ENSG00000121316,ENSG00000167553,ENSG00000167759,ENSG00000062096,ENSG00000122643,ENSG00000183347,ENSG00000166105,ENSG00000129437,ENSG00000163874"
"GOTERM_BP_DIRECT","peptide cross-linking","5","355","18","16968","4.52e-4","4.34e-2","13.28","5.98e-1","4.31e-2","2.67e-5","ENSG00000169469,ENSG00000092295,ENSG00000125780,ENSG00000169474,ENSG00000121552"
"GOTERM_BP_DIRECT","defense response to Gram-negative bacterium","8","355","77","16968","1.11e-3","1.02e-1","4.97","8.95e-1","1.01e-1","2.03e-4","ENSG00000187238,ENSG00000173431,ENSG00000185962,ENSG00000112115,ENSG00000007171,ENSG00000171711,ENSG00000244057,ENSG00000165799"
"UP_SEQ_FEATURE","REGION:3 X 9 AA tandem repeats of P-K-C-P-[EQ]-P-C-P-P","3","374","3","18235","1.23e-3","7.04e-1","48.76","8.79e-1","7.04e-1","8.56e-6","ENSG00000196805,ENSG00000203785,ENSG00000241794"
"UP_SEQ_FEATURE","DOMAIN:Polymerase nucleotidyl transferase","3","374","3","18235","1.23e-3","7.04e-1","48.76","8.79e-1","7.04e-1","8.56e-6","ENSG00000089127,ENSG00000111335,ENSG00000111331"
"GOTERM_MF_DIRECT","2'-5'-oligoadenylate synthetase activity","3","360","3","17376","1.26e-3","2.94e-1","48.27","5.79e-1","2.93e-1","8.82e-6","ENSG00000089127,ENSG00000111335,ENSG00000111331"
"GOTERM_CC_DIRECT","specific granule lumen","7","365","61","17924","1.46e-3","1.11e-1","5.64","4.27e-1","1.10e-1","2.32e-4","ENSG00000173083,ENSG00000134827,ENSG00000116260,ENSG00000148346,ENSG00000137563,ENSG00000171236,ENSG00000118520"
"KEGG_PATHWAY","Epstein-Barr virus infection","14","217","190","8128","1.61e-3","7.81e-2","2.76","3.48e-1","7.67e-2","5.43e-4","ENSG00000185507,ENSG00000095585,ENSG00000187608,ENSG00000115415,ENSG00000111335,ENSG00000213928,ENSG00000111331,ENSG00000172936,ENSG00000168610,ENSG00000089127,ENSG00000167286,ENSG00000105173,ENSG00000145386,ENSG00000160654"
"GOTERM_MF_DIRECT","RAGE receptor binding","4","360","12","17376","1.67e-3","2.94e-1","16.09","6.83e-1","2.93e-1","7.86e-5","ENSG00000143556,ENSG00000163220,ENSG00000143546,ENSG00000163221"
"KEGG_PATHWAY","NOD-like receptor signaling pathway","13","217","168","8128","1.69e-3","7.81e-2","2.90","3.61e-1","7.67e-2","5.38e-4","ENSG00000185507,ENSG00000160703,ENSG00000177257,ENSG00000154451,ENSG00000115415,ENSG00000111335,ENSG00000137757,ENSG00000213928,ENSG00000171711,ENSG00000111331,ENSG00000172936,ENSG00000089127,ENSG00000162645"
"GOTERM_MF_DIRECT","structural constituent of skin epidermis","7","360","62","17376","1.73e-3","2.94e-1","5.45","6.95e-1","2.93e-1","2.86e-4","ENSG00000186442,ENSG00000203785,ENSG00000169474,ENSG00000186832,ENSG00000205420,ENSG00000170465,ENSG00000124102"
"UP_KW_BIOLOGICAL_PROCESS","Mitosis","16","236","287","10631","1.77e-3","3.12e-2","2.51","1.71e-1","2.95e-2","6.61e-4","ENSG00000146670,ENSG00000113712,ENSG00000134057,ENSG00000170312,ENSG00000178999,ENSG00000169679,ENSG00000117399,ENSG00000122952,ENSG00000184661,ENSG00000142945,ENSG00000121152,ENSG00000087586,ENSG00000145386,ENSG00000164611,ENSG00000165304,ENSG00000165799"
"KEGG_PATHWAY","Arginine and proline metabolism","7","217","49","8128","1.77e-3","7.81e-2","5.35","3.75e-1","7.67e-2","2.90e-4","ENSG00000237289,ENSG00000223572,ENSG00000088826,ENSG00000120053,ENSG00000007171,ENSG00000125166,ENSG00000118520"
"GOTERM_BP_DIRECT","mitotic spindle organization","7","355","62","16968","1.82e-3","1.59e-1","5.40","9.75e-1","1.58e-1","3.03e-4","ENSG00000126787,ENSG00000134057,ENSG00000087586,ENSG00000112742,ENSG00000131462,ENSG00000123473,ENSG00000178999"
"GOTERM_CC_DIRECT","azurophil granule lumen","8","365","86","17924","1.83e-3","1.16e-1","4.57","5.02e-1","1.15e-1","3.65e-4","ENSG00000143556,ENSG00000197915,ENSG00000170515,ENSG00000057149,ENSG00000196743,ENSG00000137563,ENSG00000164687,ENSG00000118520"
"GOTERM_MF_DIRECT","endopeptidase inhibitor activity","6","360","44","17376","2.05e-3","2.94e-1","6.58","7.56e-1","2.93e-1","2.75e-4","ENSG00000206073,ENSG00000057149,ENSG00000197641,ENSG00000121552,ENSG00000124102,ENSG00000160213"
